symbol,date,price
IEMG,2022/02/09,60.78
IEUS,2022/02/09,65.95
IEVL.L,2022/02/09,7.688
IGF,2022/02/09,48.47
INDA,2022/02/09,45.68
IUMO.L,2022/02/09,11.705
IUVL.L,2022/02/09,9.408
IVV,2022/02/09,459.5
IWM,2022/02/09,206.61
IXN,2022/02/09,60.23
JPEA.L,2022/02/09,5.734
JPM,2022/02/09,156.6
KR,2022/02/09,45.15
LQD,2022/02/09,125.63
MCHI,2022/02/09,64.04
MVEU.L,2022/02/09,53.19
OGN,2022/02/09,34.59
PG,2022/02/09,159.6
PPL,2022/02/09,29.53
PRU,2022/02/09,121.19
PYPL,2022/02/09,122.94
RE,2022/02/09,289.12
REET,2022/02/09,28.6
ROL,2022/02/09,31.35
ROST,2022/02/09,97.42
SEGA.L,2022/02/09,106.61
SHY,2022/02/09,84.62
SLV,2022/02/09,21.53
SPMV.L,2022/02/09,81.13
TLT,2022/02/09,138.43
UNH,2022/02/09,498.1
URI,2022/02/09,334.19
V,2022/02/09,230.87
VRSK,2022/02/09,199.06
VXX,2022/02/09,18.71
WRK,2022/02/09,47.4
XLB,2022/02/09,85.82
XLC,2022/02/09,71.87
XLE,2022/02/09,68.85
XLF,2022/02/09,41.04
XLI,2022/02/09,102.58
XLK,2022/02/09,164.06
XLP,2022/02/09,76.34
XLU,2022/02/09,68.73
XLV,2022/02/09,134.18
XLY,2022/02/09,189.08
XOM,2022/02/09,79
ABBV,2022/02/10,142.71
ACN,2022/02/10,342.39
AEP,2022/02/10,87.39
AIZ,2022/02/10,162.57
ALLE,2022/02/10,120.69
AMAT,2022/02/10,139.77
AMP,2022/02/10,315.9
AMZN,2022/02/10,3180.07
AVB,2022/02/10,242
AVY,2022/02/10,186.74
AXP,2022/02/10,195.51
BDX,2022/02/10,271.94
BF-B,2022/02/10,67.28
BMY,2022/02/10,66.51
BR,2022/02/10,146.45
CARR,2022/02/10,47.15
CDW,2022/02/10,183.37
CE,2022/02/10,160.02
CHTR,2022/02/10,606.52
CNC,2022/02/10,84.15
CNP,2022/02/10,27.62
COP,2022/02/10,91.91
CTAS,2022/02/10,381.65
CZR,2022/02/10,86.49
DG,2022/02/10,202.1
DPZ,2022/02/10,438.58
DRE,2022/02/10,55.95
DXC,2022/02/10,37.81
EWA,2022/02/10,23.9
EWC,2022/02/10,38.92
EWG,2022/02/10,32.25
EWH,2022/02/10,24.47
EWJ,2022/02/10,64.48
EWL,2022/02/10,48.99
EWQ,2022/02/10,38.53
EWT,2022/02/10,65.95
EWU,2022/02/10,34.62
EWY,2022/02/10,73.64
EWZ,2022/02/10,32.43
FB,2022/02/10,228.07
FTV,2022/02/10,65.76
GOOG,2022/02/10,2772.05
GPC,2022/02/10,127.39
GSG,2022/02/10,19.5
HIG,2022/02/10,72.96
HIGH.L,2022/02/10,5.366
HST,2022/02/10,18.54
HYG,2022/02/10,82.95
IAU,2022/02/10,34.73
ICLN,2022/02/10,18.45
IEAA.L,2022/02/10,5.153
IEF,2022/02/10,110
IEFM.L,2022/02/10,786.6
IEMG,2022/02/10,60.35
IEUS,2022/02/10,65.04
IEVL.L,2022/02/10,7.706
IGF,2022/02/10,47.96
INDA,2022/02/10,45.06
IUMO.L,2022/02/10,11.745
IUVL.L,2022/02/10,9.432
IVV,2022/02/10,451.38
IWM,2022/02/10,203.44
IXN,2022/02/10,58.73
JPEA.L,2022/02/10,5.699
JPM,2022/02/10,155.95
KR,2022/02/10,45.17
LQD,2022/02/10,123.92
MCHI,2022/02/10,63.5
MVEU.L,2022/02/10,53.025
OGN,2022/02/10,34.45
PG,2022/02/10,157.17
PPL,2022/02/10,28.8
PRU,2022/02/10,121.38
PYPL,2022/02/10,119.02
RE,2022/02/10,291.44
REET,2022/02/10,28.17
ROL,2022/02/10,30.93
ROST,2022/02/10,96.57
SEGA.L,2022/02/10,105.77
SHY,2022/02/10,84.19
SLV,2022/02/10,21.42
SPMV.L,2022/02/10,80.33
TLT,2022/02/10,136.23
UNH,2022/02/10,486.72
URI,2022/02/10,325.68
V,2022/02/10,225.59
VRSK,2022/02/10,194.69
VXX,2022/02/10,20.46
WRK,2022/02/10,46.67
XLB,2022/02/10,85.32
XLC,2022/02/10,70.84
XLE,2022/02/10,68.42
XLF,2022/02/10,40.68
XLI,2022/02/10,100.9
XLK,2022/02/10,159.77
XLP,2022/02/10,75.52
XLU,2022/02/10,66.99
XLV,2022/02/10,132.08
XLY,2022/02/10,185.82
XOM,2022/02/10,78.24
ABBV,2022/02/11,142.01
ACN,2022/02/11,329.18
AEP,2022/02/11,87.65
AIZ,2022/02/11,161.93
ALLE,2022/02/11,118.87
AMAT,2022/02/11,132.49
AMP,2022/02/11,304
AMZN,2022/02/11,3065.87
AVB,2022/02/11,240.67
AVY,2022/02/11,183.49
AXP,2022/02/11,191.81
BDX,2022/02/11,269.98
BF-B,2022/02/11,67.19
BMY,2022/02/11,66.88
BR,2022/02/11,144.62
CARR,2022/02/11,45.5
CDW,2022/02/11,178.75
CE,2022/02/11,155.57
CHTR,2022/02/11,604.73
CNC,2022/02/11,83.32
CNP,2022/02/11,27.4
COP,2022/02/11,93.52
CTAS,2022/02/11,375.53
CZR,2022/02/11,83.74
DG,2022/02/11,200.63
DPZ,2022/02/11,431.52
DRE,2022/02/11,55.21
DXC,2022/02/11,36.84
EWA,2022/02/11,23.66
EWC,2022/02/11,38.84
EWG,2022/02/11,31.57
EWH,2022/02/11,24.31
EWJ,2022/02/11,63.96
EWL,2022/02/11,48.65
EWQ,2022/02/11,37.36
EWT,2022/02/11,65.26
EWU,2022/02/11,34.46
EWY,2022/02/11,72.9
EWZ,2022/02/11,32.52
FB,2022/02/11,219.55
FTV,2022/02/11,65.26
GOOG,2022/02/11,2682.6
GPC,2022/02/11,126.69
GSG,2022/02/11,19.93
HIG,2022/02/11,71.54
HIGH.L,2022/02/11,5.357
HST,2022/02/11,18.06
HYG,2022/02/11,82.66
IAU,2022/02/11,35.41
ICLN,2022/02/11,17.97
IEAA.L,2022/02/11,5.146
IEF,2022/02/11,111.14
IEFM.L,2022/02/11,772
IEMG,2022/02/11,59.43
IEUS,2022/02/11,63.79
IEVL.L,2022/02/11,7.716
IGF,2022/02/11,47.69
INDA,2022/02/11,44.17
IUMO.L,2022/02/11,11.45
IUVL.L,2022/02/11,9.35
IVV,2022/02/11,442.35
IWM,2022/02/11,201.38
IXN,2022/02/11,57.06
JPEA.L,2022/02/11,5.651
JPM,2022/02/11,153.92
KR,2022/02/11,46.27
LQD,2022/02/11,124.84
MCHI,2022/02/11,62.22
MVEU.L,2022/02/11,52.73
OGN,2022/02/11,34.72
PG,2022/02/11,156.29
PPL,2022/02/11,28.66
PRU,2022/02/11,119.86
PYPL,2022/02/11,115.29
RE,2022/02/11,294.93
REET,2022/02/11,27.9
ROL,2022/02/11,30.73
ROST,2022/02/11,94.27
SEGA.L,2022/02/11,105.12
SHY,2022/02/11,84.45
SLV,2022/02/11,21.83
SPMV.L,2022/02/11,79.42
TLT,2022/02/11,138.25
UNH,2022/02/11,478.13
URI,2022/02/11,312.91
V,2022/02/11,224.69
VRSK,2022/02/11,192.91
VXX,2022/02/11,23.24
WRK,2022/02/11,46.46
XLB,2022/02/11,84
XLC,2022/02/11,69.31
XLE,2022/02/11,70.41
XLF,2022/02/11,40.11
XLI,2022/02/11,99.36
XLK,2022/02/11,154.89
XLP,2022/02/11,75.25
XLU,2022/02/11,67.03
XLV,2022/02/11,130.25
XLY,2022/02/11,180.48
XOM,2022/02/11,80.21
ABBV,2022/02/14,143
ACN,2022/02/14,326.13
AEP,2022/02/14,86.18
AIZ,2022/02/14,161.99
ALLE,2022/02/14,118.33
AMAT,2022/02/14,131.86
AMP,2022/02/14,300.95
AMZN,2022/02/14,3103.34
AVB,2022/02/14,238.15
AVY,2022/02/14,181.78
AXP,2022/02/14,192.35
BDX,2022/02/14,268.9
BF-B,2022/02/14,66.37
BMY,2022/02/14,66.81
BR,2022/02/14,144.84
CARR,2022/02/14,44.79
CDW,2022/02/14,176.1
CE,2022/02/14,154.17
CHTR,2022/02/14,607.94
CNC,2022/02/14,82.01
CNP,2022/02/14,26.91
COP,2022/02/14,91.55
CTAS,2022/02/14,370.5
CZR,2022/02/14,81.23
DG,2022/02/14,200.61
DPZ,2022/02/14,430.71
DRE,2022/02/14,54.55
DXC,2022/02/14,36.68
EWA,2022/02/14,23.71
EWC,2022/02/14,38.51
EWG,2022/02/14,31.23
EWH,2022/02/14,24.16
EWJ,2022/02/14,63.96
EWL,2022/02/14,48.21
EWQ,2022/02/14,36.97
EWT,2022/02/14,64.6
EWU,2022/02/14,34.1
EWY,2022/02/14,72.24
EWZ,2022/02/14,32.77
FB,2022/02/14,217.7
FTV,2022/02/14,65.05
GOOG,2022/02/14,2706
GPC,2022/02/14,127.06
GSG,2022/02/14,20.06
HIG,2022/02/14,69.66
HIGH.L,2022/02/14,5.345
HST,2022/02/14,17.93
HYG,2022/02/14,82.52
IAU,2022/02/14,35.58
ICLN,2022/02/14,17.83
IEAA.L,2022/02/14,5.149
IEF,2022/02/14,110.37
IEFM.L,2022/02/14,753.7
IEMG,2022/02/14,59
IEUS,2022/02/14,63.11
IEVL.L,2022/02/14,7.567
IGF,2022/02/14,47.12
INDA,2022/02/14,43.4
IUMO.L,2022/02/14,11.175
IUVL.L,2022/02/14,9.145
IVV,2022/02/14,440.91
IWM,2022/02/14,200.68
IXN,2022/02/14,56.8
JPEA.L,2022/02/14,5.643
JPM,2022/02/14,152.49
KR,2022/02/14,45.69
LQD,2022/02/14,123.73
MCHI,2022/02/14,61.74
MVEU.L,2022/02/14,52.18
OGN,2022/02/14,34.38
PG,2022/02/14,156.74
PPL,2022/02/14,28.35
PRU,2022/02/14,115.8
PYPL,2022/02/14,114.12
RE,2022/02/14,293.12
REET,2022/02/14,27.68
ROL,2022/02/14,30.84
ROST,2022/02/14,94.27
SEGA.L,2022/02/14,104.98
SHY,2022/02/14,84.27
SLV,2022/02/14,22.05
SPMV.L,2022/02/14,77.88
TLT,2022/02/14,136.53
UNH,2022/02/14,474.4
URI,2022/02/14,313.25
V,2022/02/14,225.34
VRSK,2022/02/14,191.81
VXX,2022/02/14,23.31
WRK,2022/02/14,45.79
XLB,2022/02/14,83.31
XLC,2022/02/14,69.32
XLE,2022/02/14,68.75
XLF,2022/02/14,39.66
XLI,2022/02/14,98.99
XLK,2022/02/14,154.84
XLP,2022/02/14,75.04
XLU,2022/02/14,66.46
XLV,2022/02/14,128.92
XLY,2022/02/14,181.51
XOM,2022/02/14,78.98
ABBV,2022/02/15,144.76
ACN,2022/02/15,329.41
AEP,2022/02/15,85.44
AIZ,2022/02/15,165.67
ALLE,2022/02/15,117.09
AMAT,2022/02/15,139.84
AMP,2022/02/15,308.49
AMZN,2022/02/15,3130.21
AVB,2022/02/15,239.96
AVY,2022/02/15,184.57
AXP,2022/02/15,197.98
BDX,2022/02/15,271.15
BF-B,2022/02/15,66.45
BMY,2022/02/15,67.77
BR,2022/02/15,147.63
CARR,2022/02/15,45.75
CDW,2022/02/15,183.62
CE,2022/02/15,158.31
CHTR,2022/02/15,609.45
CNC,2022/02/15,84.08
CNP,2022/02/15,26.89
COP,2022/02/15,89.68
CTAS,2022/02/15,377.75
CZR,2022/02/15,84.18
DG,2022/02/15,199.15
DPZ,2022/02/15,432
DRE,2022/02/15,54
DXC,2022/02/15,37.36
EWA,2022/02/15,24.1
EWC,2022/02/15,38.85
EWG,2022/02/15,32.17
EWH,2022/02/15,24.49
EWJ,2022/02/15,64.67
EWL,2022/02/15,48.93
EWQ,2022/02/15,37.99
EWT,2022/02/15,65.72
EWU,2022/02/15,34.48
EWY,2022/02/15,72.8
EWZ,2022/02/15,33.31
FB,2022/02/15,221
FTV,2022/02/15,65.69
GOOG,2022/02/15,2728.51
GPC,2022/02/15,129.01
GSG,2022/02/15,19.7
HIG,2022/02/15,71.01
HIGH.L,2022/02/15,5.351
HST,2022/02/15,18.72
HYG,2022/02/15,82.66
IAU,2022/02/15,35.23
ICLN,2022/02/15,18.73
IEAA.L,2022/02/15,5.138
IEF,2022/02/15,110.04
IEFM.L,2022/02/15,769.9
IEMG,2022/02/15,60.22
IEUS,2022/02/15,64.9
IEVL.L,2022/02/15,7.672
IGF,2022/02/15,47.53
INDA,2022/02/15,44.92
IUMO.L,2022/02/15,11.315
IUVL.L,2022/02/15,9.252
IVV,2022/02/15,448
IWM,2022/02/15,206.06
IXN,2022/02/15,58.53
JPEA.L,2022/02/15,5.672
JPM,2022/02/15,154.72
KR,2022/02/15,46.41
LQD,2022/02/15,123.11
MCHI,2022/02/15,63.16
MVEU.L,2022/02/15,52.72
OGN,2022/02/15,35.22
PG,2022/02/15,156.82
PPL,2022/02/15,28.25
PRU,2022/02/15,118
PYPL,2022/02/15,115.46
RE,2022/02/15,300.63
REET,2022/02/15,27.92
ROL,2022/02/15,31.3
ROST,2022/02/15,96.19
SEGA.L,2022/02/15,104.98
SHY,2022/02/15,84.3
SLV,2022/02/15,21.61
SPMV.L,2022/02/15,78.81
TLT,2022/02/15,134.98
UNH,2022/02/15,478.23
URI,2022/02/15,322.87
V,2022/02/15,227.82
VRSK,2022/02/15,194.27
VXX,2022/02/15,21.39
WRK,2022/02/15,47.44
XLB,2022/02/15,84.84
XLC,2022/02/15,70.29
XLE,2022/02/15,68.03
XLF,2022/02/15,40.2
XLI,2022/02/15,100.48
XLK,2022/02/15,158.91
XLP,2022/02/15,75.17
XLU,2022/02/15,66.15
XLV,2022/02/15,130.37
XLY,2022/02/15,185.57
XOM,2022/02/15,77.99
ABBV,2022/02/16,145.87
ACN,2022/02/16,333.72
AEP,2022/02/16,85.41
AIZ,2022/02/16,167.2
ALLE,2022/02/16,115.24
AMAT,2022/02/16,140.96
AMP,2022/02/16,312.11
AMZN,2022/02/16,3162.01
AVB,2022/02/16,239.87
AVY,2022/02/16,184.67
AXP,2022/02/16,198.38
BDX,2022/02/16,271.13
BF-B,2022/02/16,66.6
BMY,2022/02/16,67.6
BR,2022/02/16,145.97
CARR,2022/02/16,45.65
CDW,2022/02/16,185.48
CE,2022/02/16,156.09
CHTR,2022/02/16,609.46
CNC,2022/02/16,84.22
CNP,2022/02/16,26.88
COP,2022/02/16,90.21
CTAS,2022/02/16,378.57
CZR,2022/02/16,85.42
DG,2022/02/16,197.35
DPZ,2022/02/16,433.34
DRE,2022/02/16,53.87
DXC,2022/02/16,37.35
EWA,2022/02/16,24.36
EWC,2022/02/16,38.72
EWG,2022/02/16,32.22
EWH,2022/02/16,24.65
EWJ,2022/02/16,64.68
EWL,2022/02/16,49.17
EWQ,2022/02/16,38.1
EWT,2022/02/16,66.23
EWU,2022/02/16,34.66
EWY,2022/02/16,73.68
EWZ,2022/02/16,33.64
FB,2022/02/16,216.54
FTV,2022/02/16,65.36
GOOG,2022/02/16,2749.75
GPC,2022/02/16,129.96
GSG,2022/02/16,19.63
HIG,2022/02/16,71.22
HIGH.L,2022/02/16,5.367
HST,2022/02/16,19.31
HYG,2022/02/16,83.12
IAU,2022/02/16,35.61
ICLN,2022/02/16,18.74
IEAA.L,2022/02/16,5.15
IEF,2022/02/16,110.27
IEFM.L,2022/02/16,769.3
IEMG,2022/02/16,60.73
IEUS,2022/02/16,64.69
IEVL.L,2022/02/16,7.65
IGF,2022/02/16,47.67
INDA,2022/02/16,44.93
IUMO.L,2022/02/16,11.288
IUVL.L,2022/02/16,9.25
IVV,2022/02/16,448.51
IWM,2022/02/16,206.49
IXN,2022/02/16,58.52
JPEA.L,2022/02/16,5.676
JPM,2022/02/16,155
KR,2022/02/16,44.57
LQD,2022/02/16,123.29
MCHI,2022/02/16,63.25
MVEU.L,2022/02/16,52.7
OGN,2022/02/16,36.34
PG,2022/02/16,158.01
PPL,2022/02/16,28.23
PRU,2022/02/16,118.16
PYPL,2022/02/16,110.54
RE,2022/02/16,303.08
REET,2022/02/16,28.18
ROL,2022/02/16,31.37
ROST,2022/02/16,95.7
SEGA.L,2022/02/16,105.06
SHY,2022/02/16,84.41
SLV,2022/02/16,21.87
SPMV.L,2022/02/16,78.225
TLT,2022/02/16,135.78
UNH,2022/02/16,480.05
URI,2022/02/16,325.12
V,2022/02/16,228.82
VRSK,2022/02/16,194.07
VXX,2022/02/16,20.53
WRK,2022/02/16,47.16
XLB,2022/02/16,85.46
XLC,2022/02/16,69.8
XLE,2022/02/16,68.58
XLF,2022/02/16,40.23
XLI,2022/02/16,101.01
XLK,2022/02/16,158.75
XLP,2022/02/16,75.31
XLU,2022/02/16,66.3
XLV,2022/02/16,130.57
XLY,2022/02/16,186.1
XOM,2022/02/16,78.35
ABBV,2022/02/17,144.97
ACN,2022/02/17,322.91
AEP,2022/02/17,85.49
AIZ,2022/02/17,166.02
ALLE,2022/02/17,114.59
AMAT,2022/02/17,136.47
AMP,2022/02/17,299.4
AMZN,2022/02/17,3093.05
AVB,2022/02/17,236.14
AVY,2022/02/17,182.7
AXP,2022/02/17,195.71
BDX,2022/02/17,266.15
BF-B,2022/02/17,65.98
BMY,2022/02/17,67.39
BR,2022/02/17,142.38
CARR,2022/02/17,44.58
CDW,2022/02/17,182.28
CE,2022/02/17,152.93
CHTR,2022/02/17,597.83
CNC,2022/02/17,82.81
CNP,2022/02/17,26.81
COP,2022/02/17,91.16
CTAS,2022/02/17,370.64
CZR,2022/02/17,81.92
DG,2022/02/17,197.12
DPZ,2022/02/17,430.53
DRE,2022/02/17,53.01
DXC,2022/02/17,35.79
EWA,2022/02/17,24.17
EWC,2022/02/17,38.21
EWG,2022/02/17,31.61
EWH,2022/02/17,24.48
EWJ,2022/02/17,63.73
EWL,2022/02/17,48.35
EWQ,2022/02/17,37.57
EWT,2022/02/17,65.28
EWU,2022/02/17,34.3
EWY,2022/02/17,73.1
EWZ,2022/02/17,32.91
FB,2022/02/17,207.71
FTV,2022/02/17,63.37
GOOG,2022/02/17,2646.17
GPC,2022/02/17,127.61
GSG,2022/02/17,19.77
HIG,2022/02/17,70.62
HIGH.L,2022/02/17,5.349
HST,2022/02/17,19.3
HYG,2022/02/17,82.77
IAU,2022/02/17,36.1
ICLN,2022/02/17,18.48
IEAA.L,2022/02/17,5.149
IEF,2022/02/17,110.86
IEFM.L,2022/02/17,759.65
IEMG,2022/02/17,60.01
IEUS,2022/02/17,63.59
IEVL.L,2022/02/17,7.611
IGF,2022/02/17,47.71
INDA,2022/02/17,44.6
IUMO.L,2022/02/17,11.168
IUVL.L,2022/02/17,9.19
IVV,2022/02/17,439.1
IWM,2022/02/17,201.2
IXN,2022/02/17,56.67
JPEA.L,2022/02/17,5.664
JPM,2022/02/17,151.43
KR,2022/02/17,45.23
LQD,2022/02/17,123.38
MCHI,2022/02/17,62.76
MVEU.L,2022/02/17,52.49
OGN,2022/02/17,36.37
PG,2022/02/17,159.82
PPL,2022/02/17,28.14
PRU,2022/02/17,114.25
PYPL,2022/02/17,105.2
RE,2022/02/17,302.76
REET,2022/02/17,28.06
ROL,2022/02/17,31.19
ROST,2022/02/17,91.75
SEGA.L,2022/02/17,105.11
SHY,2022/02/17,84.46
SLV,2022/02/17,22.04
SPMV.L,2022/02/17,78
TLT,2022/02/17,136.79
UNH,2022/02/17,470.34
URI,2022/02/17,314.21
V,2022/02/17,224.61
VRSK,2022/02/17,190.3
VXX,2022/02/17,22.96
WRK,2022/02/17,46.51
XLB,2022/02/17,84
XLC,2022/02/17,67.94
XLE,2022/02/17,68.47
XLF,2022/02/17,39.23
XLI,2022/02/17,99.16
XLK,2022/02/17,154
XLP,2022/02/17,75.89
XLU,2022/02/17,66.34
XLV,2022/02/17,128.47
XLY,2022/02/17,181.12
XOM,2022/02/17,78.23
ABBV,2022/02/18,144.03
ACN,2022/02/18,321.18
AEP,2022/02/18,85.71
AIZ,2022/02/18,165.54
ALLE,2022/02/18,114.13
AMAT,2022/02/18,133.35
AMP,2022/02/18,300.56
AMZN,2022/02/18,3052.03
AVB,2022/02/18,235.09
AVY,2022/02/18,180.87
AXP,2022/02/18,194.88
BDX,2022/02/18,264.04
BF-B,2022/02/18,66.52
BMY,2022/02/18,67.55
BR,2022/02/18,142.38
CARR,2022/02/18,44.08
CDW,2022/02/18,181.76
CE,2022/02/18,144.25
CHTR,2022/02/18,596.83
CNC,2022/02/18,82.06
CNP,2022/02/18,26.61
COP,2022/02/18,89.63
CTAS,2022/02/18,371.57
CZR,2022/02/18,79.28
DG,2022/02/18,199.97
DPZ,2022/02/18,435.62
DRE,2022/02/18,52.92
DXC,2022/02/18,35.62
EWA,2022/02/18,23.98
EWC,2022/02/18,37.75
EWG,2022/02/18,31.2
EWH,2022/02/18,24.37
EWJ,2022/02/18,63.63
EWL,2022/02/18,48.3
EWQ,2022/02/18,37.51
EWT,2022/02/18,65.46
EWU,2022/02/18,34.27
EWY,2022/02/18,72.98
EWZ,2022/02/18,32.92
FB,2022/02/18,206.16
FTV,2022/02/18,63.75
GOOG,2022/02/18,2609.35
GPC,2022/02/18,126.86
GSG,2022/02/18,19.84
HIG,2022/02/18,70.53
HIGH.L,2022/02/18,5.331
HST,2022/02/18,19.11
HYG,2022/02/18,82.89
IAU,2022/02/18,36.06
ICLN,2022/02/18,18.14
IEAA.L,2022/02/18,5.155
IEF,2022/02/18,111.22
IEFM.L,2022/02/18,752.3
IEMG,2022/02/18,59.5
IEUS,2022/02/18,62.84
IEVL.L,2022/02/18,7.54
IGF,2022/02/18,47.34
INDA,2022/02/18,44.6
IUMO.L,2022/02/18,10.892
IUVL.L,2022/02/18,9.082
IVV,2022/02/18,436.07
IWM,2022/02/18,199.47
IXN,2022/02/18,56.14
JPEA.L,2022/02/18,5.646
JPM,2022/02/18,152.14
KR,2022/02/18,45.59
LQD,2022/02/18,123.68
MCHI,2022/02/18,61.57
MVEU.L,2022/02/18,52.33
OGN,2022/02/18,36.09
PG,2022/02/18,159.9
PPL,2022/02/18,26.1
PRU,2022/02/18,114.07
PYPL,2022/02/18,103.65
RE,2022/02/18,304.42
REET,2022/02/18,27.9
ROL,2022/02/18,31.13
ROST,2022/02/18,93.47
SHY,2022/02/18,84.47
SLV,2022/02/18,22.12
SPMV.L,2022/02/18,77.345
TLT,2022/02/18,138.23
UNH,2022/02/18,467.81
URI,2022/02/18,311.82
V,2022/02/18,222.69
VRSK,2022/02/18,189.3
VXX,2022/02/18,23.45
WRK,2022/02/18,46.65
XLB,2022/02/18,83.86
XLC,2022/02/18,67.41
XLE,2022/02/18,68.05
XLF,2022/02/18,39.22
XLI,2022/02/18,98.34
XLK,2022/02/18,152.44
XLP,2022/02/18,76.03
XLU,2022/02/18,66.22
XLV,2022/02/18,127.51
XLY,2022/02/18,180
XOM,2022/02/18,77.36
HIGH.L,2022/02/21,5.322
IEAA.L,2022/02/21,5.146
IEFM.L,2022/02/21,738.55
IEVL.L,2022/02/21,7.445
IUMO.L,2022/02/21,10.732
IUVL.L,2022/02/21,9.012
JPEA.L,2022/02/21,5.6
MVEU.L,2022/02/21,51.73
SEGA.L,2022/02/21,104.83
SPMV.L,2022/02/21,76.72
ABBV,2022/02/22,145.56
ACN,2022/02/22,321.11
AEP,2022/02/22,85.99
AIZ,2022/02/22,165.12
ALLE,2022/02/22,113.51
AMAT,2022/02/22,130.26
AMP,2022/02/22,297.4
AMZN,2022/02/22,3003.95
AVB,2022/02/22,236.25
AVY,2022/02/22,178.47
AXP,2022/02/22,192.44
BDX,2022/02/22,264.16
BF-B,2022/02/22,65.9
BMY,2022/02/22,67.45
BR,2022/02/22,142.88
CARR,2022/02/22,45.29
CDW,2022/02/22,177.99
CE,2022/02/22,144.07
CHTR,2022/02/22,595.5
CNC,2022/02/22,81.33
CNP,2022/02/22,27.2
COP,2022/02/22,87.83
CTAS,2022/02/22,370
CZR,2022/02/22,76.57
DG,2022/02/22,191.94
DPZ,2022/02/22,422.11
DRE,2022/02/22,52.76
DXC,2022/02/22,35.14
EWA,2022/02/22,24.12
EWC,2022/02/22,37.54
EWG,2022/02/22,30.42
EWH,2022/02/22,23.73
EWJ,2022/02/22,63.12
EWL,2022/02/22,47.89
EWQ,2022/02/22,36.66
EWT,2022/02/22,64.7
EWU,2022/02/22,34.09
EWY,2022/02/22,72.77
EWZ,2022/02/22,33.45
FB,2022/02/22,202.08
FTV,2022/02/22,63.7
GOOG,2022/02/22,2588.05
GPC,2022/02/22,123.59
GSG,2022/02/22,20.17
HIG,2022/02/22,70.31
HIGH.L,2022/02/22,5.34
HST,2022/02/22,18.59
HYG,2022/02/22,82.7
IAU,2022/02/22,36.15
ICLN,2022/02/22,17.69
IEAA.L,2022/02/22,5.129
IEF,2022/02/22,111.21
IEFM.L,2022/02/22,743.05
IEMG,2022/02/22,58.64
IEUS,2022/02/22,61.555
IEVL.L,2022/02/22,7.451
IGF,2022/02/22,47
INDA,2022/02/22,44.35
IUMO.L,2022/02/22,10.78
IUVL.L,2022/02/22,9.039
IVV,2022/02/22,431.34
IWM,2022/02/22,196.66
IXN,2022/02/22,55.6
JPEA.L,2022/02/22,5.616
JPM,2022/02/22,151.87
KR,2022/02/22,45.04
LQD,2022/02/22,123.52
MCHI,2022/02/22,59.92
MVEU.L,2022/02/22,51.615
OGN,2022/02/22,35.98
PG,2022/02/22,157.93
PPL,2022/02/22,26.81
PRU,2022/02/22,112.76
PYPL,2022/02/22,103.17
RE,2022/02/22,300.44
REET,2022/02/22,27.75
ROL,2022/02/22,30.99
ROST,2022/02/22,92.24
SEGA.L,2022/02/22,104.77
SHY,2022/02/22,84.39
SLV,2022/02/22,22.31
SPMV.L,2022/02/22,77.13
TLT,2022/02/22,138.59
UNH,2022/02/22,462.51
URI,2022/02/22,312.32
V,2022/02/22,221.32
VRSK,2022/02/22,186.44
VXX,2022/02/22,23.36
WRK,2022/02/22,46.47
XLB,2022/02/22,82.67
XLC,2022/02/22,66.72
XLE,2022/02/22,66.95
XLF,2022/02/22,39.02
XLI,2022/02/22,97.39
XLK,2022/02/22,151.03
XLP,2022/02/22,75.44
XLU,2022/02/22,66.15
XLV,2022/02/22,127.19
XLY,2022/02/22,174.75
XOM,2022/02/22,76.46
